,RMSE_MEAN,RMSE_STD,MODEL_CLASS
BiasRegressorC1 with inner model RandomForestRegressorNone5,-1.3749929025705172,0.34770171327117144,<biaswrappers.regressor.BiasRegressorC1 object at 0x000001D07D2F0388>
RandomWrapper with inner model RandomForestRegressorNone3,-1.3784342476028786,0.35494713934314015,<biaswrappers.regressor.RandomWrapper object at 0x000001D07D2ED248>
RandomWrapper with inner model RandomForestRegressorNone5,-1.3804715723191514,0.39832510877137994,<biaswrappers.regressor.RandomWrapper object at 0x000001D07D2FFFC8>
BiasRegressorC1 with inner model RandomForestRegressorNone10,-1.3852938049767052,0.2834485081769148,<biaswrappers.regressor.BiasRegressorC1 object at 0x000001D07C8749C8>
RandomWrapper with inner model DecisionTreeRegressor5,-1.3913109408179418,0.34138704019166444,<biaswrappers.regressor.RandomWrapper object at 0x000001D07D288F08>
RandomWrapper with inner model DecisionTreeRegressor10,-1.4316169119580118,0.3140756227006163,<biaswrappers.regressor.RandomWrapper object at 0x000001D07D297B88>
DecisionTreeRegressor10,-1.4959744378197262,0.26011036229280754,DecisionTreeRegressor(max_depth=10)
BiasRegressorC1 with inner model DecisionTreeRegressor3,-1.5154096827245926,0.41353898059912014,<biaswrappers.regressor.BiasRegressorC1 object at 0x000001D07D278E48>
RandomWrapper with inner model DecisionTreeRegressor3,-1.5768330270480484,0.3167840311909136,<biaswrappers.regressor.RandomWrapper object at 0x000001D07D2F49C8>
BiasRegressorC1 with inner model DecisionTreeRegressor5,-1.6285027876966676,0.3126601512979783,<biaswrappers.regressor.BiasRegressorC1 object at 0x000001D07D2F4808>
BiasRegressorC1 with inner model DecisionTreeRegressor10,-1.6852574397430533,0.5633071643510593,<biaswrappers.regressor.BiasRegressorC1 object at 0x000001D07D288848>
