,RMSE_MEAN,RMSE_STD,MODEL_CLASS
BiasRegressorC2 with inner model Ridge and with post model RandomForestRegressorNone10,-157.13192273114447,24.46123943731706,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2889708>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model ElasticNet,-160.77889354355256,64.51901131460195,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D281F708>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model DecisionTreeRegressor10,-161.24726260557367,72.18859992324938,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D27F2348>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model DecisionTreeRegressor10,-162.24394088731827,57.30427836764413,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C3DC8>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model RandomForestRegressorNone5,-165.3594251723758,84.0917908869885,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D27F24C8>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model DecisionTreeRegressor5,-165.76943774655174,63.542877715887826,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2810EC8>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model DecisionTreeRegressor10,-167.1570306329001,61.31395069064963,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2809E48>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model RandomForestRegressorNone10,-167.63233692786667,75.70351517050563,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BC408>
BiasRegressorC2 with inner model Lasso and with post model Ridge,-168.86244630138174,48.74708469436142,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D288D048>
BiasRegressorC2 with inner model Lasso and with post model Lasso,-169.25015059787523,37.36163248385235,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C4208>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model Lasso,-169.59734297254545,75.06749097034242,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BA748>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model RandomForestRegressorNone10,-170.3809301827961,66.66336882109124,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C1C48>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model Ridge,-170.40411513162883,58.42126378606464,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2810208>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model RandomForestRegressorNone5,-172.23602412432507,32.96622672685999,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2897908>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model DecisionTreeRegressor5,-172.42144692831982,57.8535682088108,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C44C8>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model RandomForestRegressorNone10,-172.6616857484029,50.87369059814038,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2897B48>
BiasRegressorC2 with inner model Lasso and with post model ElasticNet,-173.191283068491,31.821276507871787,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BC6C8>
BiasRegressorC2 with inner model LinearRegression and with post model LinearRegression,-173.33385567957174,41.995099070308136,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D27D77C8>
BiasRegressorC2 with inner model LinearRegression and with post model Lasso,-173.36190281025682,20.66292848379326,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D27F5F88>
BiasRegressorC2 with inner model LinearRegression and with post model ElasticNet,-174.11392958906208,30.903021895425233,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2808688>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model DecisionTreeRegressor10,-174.2707089300549,48.80894998161444,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28CAD88>
BiasRegressorC2 with inner model Lasso and with post model LinearRegression,-175.02110380329577,22.0060176282098,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2816548>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model Lasso,-177.4334029824625,79.89855472956107,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D288D7C8>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model DecisionTreeRegressor5,-177.80121139721746,83.93288249890453,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D27F2D08>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model RandomForestRegressorNone5,-179.13951443421186,53.17364741630765,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2892748>
BiasRegressorC2 with inner model LinearRegression and with post model Ridge,-179.74429721009201,40.33540589311747,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28836C8>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model ElasticNet,-179.93615008677142,110.8149592941799,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2810B48>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model Ridge,-183.63894166441113,88.50270278623265,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2810908>
BiasRegressorC2 with inner model Ridge and with post model LinearRegression,-188.03942571836905,40.97137513086953,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2892188>
BiasRegressorC2 with inner model Ridge and with post model ElasticNet,-190.381899542182,41.9807543982843,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28244C8>
BiasRegressorC2 with inner model Ridge and with post model DecisionTreeRegressor10,-190.49741829865687,29.270601097298233,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C4688>
BiasRegressorC2 with inner model Ridge and with post model Lasso,-191.07359559656135,33.158938573766314,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D280B608>
BiasRegressorC2 with inner model Ridge and with post model Ridge,-193.8319486698154,30.54090353749801,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28B2D88>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model DecisionTreeRegressor5,-195.63663612260146,110.30037464809043,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D27D1088>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model RandomForestRegressorNone10,-215.90153194727273,105.52314578921963,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D282E7C8>
BiasRegressorC2 with inner model ElasticNet and with post model RandomForestRegressorNone10,-309.1805025178739,66.81887647747493,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D289C608>
BiasRegressorC2 with inner model ElasticNet and with post model ElasticNet,-310.90748102229935,68.07317010727337,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BA488>
BiasRegressorC2 with inner model ElasticNet and with post model Lasso,-313.6028763260938,68.65307809322844,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D288DD48>
BiasRegressorC2 with inner model ElasticNet and with post model Ridge,-314.98728184871675,75.33817625107024,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BAE08>
BiasRegressorC2 with inner model ElasticNet and with post model LinearRegression,-316.86482339304655,57.50876678518639,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2896608>
BiasRegressorC2 with inner model ElasticNet and with post model RandomForestRegressorNone5,-351.5212147497252,114.78707834810811,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D287E648>
BiasRegressorC2 with inner model ElasticNet and with post model DecisionTreeRegressor5,-413.983122990213,92.80799935232135,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28189C8>
BiasRegressorC2 with inner model ElasticNet and with post model DecisionTreeRegressor10,-427.9849813257124,94.75439396531354,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D287EE88>
