,RMSE_MEAN,RMSE_STD,MODEL_CLASS
BiasRegressorC2 with inner model LinearRegression and with post model DecisionTreeRegressor5,-8.030907995352182,1.5808825489298017,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2820AC8>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model RandomForestRegressorNone5,-8.082678405627023,1.8266984969361288,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2810C08>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model DecisionTreeRegressor5,-8.092770098072158,1.5539873361708587,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D287EBC8>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model RandomForestRegressorNone10,-8.130037341838502,1.41053649983881,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2897F88>
BiasRegressorC2 with inner model DecisionTreeRegressor5 and with post model RandomForestRegressorNone10,-8.36072764289096,1.4441371297793602,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28969C8>
BiasRegressorC2 with inner model Ridge and with post model RandomForestRegressorNone10,-8.373372682640536,1.646409637718913,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D289CF88>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model RandomForestRegressorNone5,-8.384763868644004,1.6482636245070776,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BAD88>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model RandomForestRegressorNone10,-8.443994566687056,1.993366517894232,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D287E748>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model DecisionTreeRegressor5,-8.453265762010616,1.6412059430000583,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BA148>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model RandomForestRegressorNone5,-8.45580901328463,1.3528598741585982,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28ABAC8>
BiasRegressorC2 with inner model LinearRegression and with post model DecisionTreeRegressor10,-8.497127270902622,1.7790333982063216,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2820108>
BiasRegressorC2 with inner model Ridge and with post model DecisionTreeRegressor10,-8.705371641137202,2.8384226844322593,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C1488>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model DecisionTreeRegressor5,-8.715098417961977,2.5922650537844554,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D287EC48>
BiasRegressorC2 with inner model DecisionTreeRegressor10 and with post model DecisionTreeRegressor10,-8.717049012027223,1.741010474405036,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28BA688>
BiasRegressorC2 with inner model LinearRegression and with post model RandomForestRegressorNone10,-8.795454246881913,1.9047693684634803,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D282EBC8>
BiasRegressorC2 with inner model LinearRegression and with post model RandomForestRegressorNone5,-8.83972834344309,2.5392920052594423,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28163C8>
BiasRegressorC2 with inner model Ridge and with post model DecisionTreeRegressor5,-8.843529499205854,2.4813747206008316,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28B2988>
BiasRegressorC2 with inner model Ridge and with post model RandomForestRegressorNone5,-8.860763091368254,1.8945251969026242,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28C13C8>
BiasRegressorC2 with inner model RandomForestRegressorNone5 and with post model DecisionTreeRegressor10,-9.28532414133044,1.8902218523161158,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D2801788>
BiasRegressorC2 with inner model ElasticNet and with post model DecisionTreeRegressor10,-9.392111747392034,2.58927362517512,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28965C8>
BiasRegressorC2 with inner model RandomForestRegressorNone10 and with post model DecisionTreeRegressor10,-9.487708705641229,2.7657600265737474,<biaswrappers.regressor.BiasRegressorC2 object at 0x00000216D28ABDC8>
